method,path,controller,handler,guards,skip_csrf,require_json,step_up,source,source_sha256
POST,/api/profiles/:profileId/ownership-accept,ProfilesController,acceptOwnership,SessionAuthGuard;StepUpGuard,false,false,true,apps/api/src/profiles/profiles.controller.ts,5229d1572ac3787c3484d6dca47a071e37d9fb197add2f31b3295aae9eb21878
POST,/api/profiles/:profileId/ownership-cancel,ProfilesController,cancelOwnership,SessionAuthGuard;StepUpGuard,false,false,true,apps/api/src/profiles/profiles.controller.ts,5229d1572ac3787c3484d6dca47a071e37d9fb197add2f31b3295aae9eb21878
POST,/api/profiles/:profileId/ownership-decline,ProfilesController,declineOwnership,SessionAuthGuard;StepUpGuard,false,false,true,apps/api/src/profiles/profiles.controller.ts,5229d1572ac3787c3484d6dca47a071e37d9fb197add2f31b3295aae9eb21878
POST,/api/profiles/:profileId/transfer-ownership,ProfilesController,initiateOwnershipTransfer,SessionAuthGuard;StepUpGuard,false,false,true,apps/api/src/profiles/profiles.controller.ts,5229d1572ac3787c3484d6dca47a071e37d9fb197add2f31b3295aae9eb21878
GET,/api/profiles/ownership-transfers,ProfilesController,listOwnershipTransfers,SessionAuthGuard,false,false,false,apps/api/src/profiles/profiles.controller.ts,5229d1572ac3787c3484d6dca47a071e37d9fb197add2f31b3295aae9eb21878
POST,/api/profiles/switch/:profileId,ProfilesController,switchProfile,SessionAuthGuard,false,false,false,apps/api/src/profiles/profiles.controller.ts,5229d1572ac3787c3484d6dca47a071e37d9fb197add2f31b3295aae9eb21878
GET,/api/profiles/verification-status,ProfilesController,getVerificationStatus,SessionAuthGuard,false,false,false,apps/api/src/profiles/profiles.controller.ts,5229d1572ac3787c3484d6dca47a071e37d9fb197add2f31b3295aae9eb21878
GET,/api/public/branding/assets/:id/:digest,PublicBrandAssetController,read,,false,false,false,apps/api/src/admin/brand-asset.controller.ts,2276a62acc61c1af28cf8a38b50117ad2a1ff900649c724def87878b5eed7bfc
GET,/api/public/branding/config,PublicBrandingController,getActiveBrandConfig,,false,false,false,apps/api/src/public/branding.controller.ts,49d6a1e01b18b01fa8b0c1c624ce95426124ac5ab1d1162bc739280f8d938f89
GET,/api/staff/tickets,StaffTicketsController,listTickets,SessionAuthGuard,false,false,false,apps/api/src/tickets/staff-tickets.controller.ts,434d87ec01fc582b4ebb130aa06a000248ebbdbfabbdafbfa814eb411fea6d49
GET,/api/staff/tickets/:id,StaffTicketsController,getTicket,SessionAuthGuard,false,false,false,apps/api/src/tickets/staff-tickets.controller.ts,434d87ec01fc582b4ebb130aa06a000248ebbdbfabbdafbfa814eb411fea6d49
PUT,/api/staff/tickets/:id/assign,StaffTicketsController,assignTicket,SessionAuthGuard,false,false,false,apps/api/src/tickets/staff-tickets.controller.ts,434d87ec01fc582b4ebb130aa06a000248ebbdbfabbdafbfa814eb411fea6d49
GET,/api/staff/tickets/:id/comments,StaffTicketsController,listComments,SessionAuthGuard,false,false,false,apps/api/src/tickets/staff-tickets.controller.ts,434d87ec01fc582b4ebb130aa06a000248ebbdbfabbdafbfa814eb411fea6d49
POST,/api/staff/tickets/:id/comments,StaffTicketsController,addComment,SessionAuthGuard,false,false,false,apps/api/src/tickets/staff-tickets.controller.ts,434d87ec01fc582b4ebb130aa06a000248ebbdbfabbdafbfa814eb411fea6d49
PATCH,/api/staff/tickets/:id/status,StaffTicketsController,updateTicketStatus,SessionAuthGuard,false,false,false,apps/api/src/tickets/staff-tickets.controller.ts,434d87ec01fc582b4ebb130aa06a000248ebbdbfabbdafbfa814eb411fea6d49
GET,/api/staff/tickets/assignees,StaffTicketsController,assignees,SessionAuthGuard,false,false,false,apps/api/src/tickets/staff-tickets.controller.ts,434d87ec01fc582b4ebb130aa06a000248ebbdbfabbdafbfa814eb411fea6d49
GET,/api/staff/tickets/teams,StaffTicketsController,teams,SessionAuthGuard,false,false,false,apps/api/src/tickets/staff-tickets.controller.ts,434d87ec01fc582b4ebb130aa06a000248ebbdbfabbdafbfa814eb411fea6d49
GET,/api/tickets,TicketsController,listTickets,SessionAuthGuard,false,false,false,apps/api/src/tickets/tickets.controller.ts,bf9950ea6dc5349e2bc7bd558e6fb857ceb241f1d1f2d7404724be65014174bb
POST,/api/tickets,TicketsController,createTicket,SessionAuthGuard,false,false,false,apps/api/src/tickets/tickets.controller.ts,bf9950ea6dc5349e2bc7bd558e6fb857ceb241f1d1f2d7404724be65014174bb
GET,/api/tickets/:id,TicketsController,getTicket,SessionAuthGuard,false,false,false,apps/api/src/tickets/tickets.controller.ts,bf9950ea6dc5349e2bc7bd558e6fb857ceb241f1d1f2d7404724be65014174bb
GET,/api/tickets/:id/comments,TicketsController,listComments,SessionAuthGuard,false,false,false,apps/api/src/tickets/tickets.controller.ts,bf9950ea6dc5349e2bc7bd558e6fb857ceb241f1d1f2d7404724be65014174bb
POST,/api/tickets/:id/comments,TicketsController,addComment,SessionAuthGuard,false,false,false,apps/api/src/tickets/tickets.controller.ts,bf9950ea6dc5349e2bc7bd558e6fb857ceb241f1d1f2d7404724be65014174bb
PATCH,/api/tickets/:id/status,TicketsController,updateTicketStatus,SessionAuthGuard,false,false,false,apps/api/src/tickets/tickets.controller.ts,bf9950ea6dc5349e2bc7bd558e6fb857ceb241f1d1f2d7404724be65014174bb
GET,/api/tickets/options,TicketsController,creationOptions,SessionAuthGuard,false,false,false,apps/api/src/tickets/tickets.controller.ts,bf9950ea6dc5349e2bc7bd558e6fb857ceb241f1d1f2d7404724be65014174bb
POST,/api/tos/accept,TosController,accept,SessionAuthGuard,false,false,false,apps/api/src/tos/tos.controller.ts,da5eb0ff8788f295e1a15ecdc122828861c4643bdb3dccfd0532212e5f11a38b
POST,/api/tos/accept/:versionId,TosController,acceptVersion,SessionAuthGuard,false,false,false,apps/api/src/tos/tos.controller.ts,da5eb0ff8788f295e1a15ecdc122828861c4643bdb3dccfd0532212e5f11a38b
GET,/api/tos/current,TosController,getCurrent,,false,false,false,apps/api/src/tos/tos.controller.ts,da5eb0ff8788f295e1a15ecdc122828861c4643bdb3dccfd0532212e5f11a38b
POST,/api/upload/:key/record,UploadController,recordUpload,SessionAuthGuard,false,false,false,apps/api/src/upload/upload.controller.ts,7154434ba8cd2f118910608cbff9bb60365e8fd1151e5346f20fdc9bdd2d310d
POST,/api/upload/:key/verify,UploadController,verifyUpload,SessionAuthGuard,false,false,false,apps/api/src/upload/upload.controller.ts,7154434ba8cd2f118910608cbff9bb60365e8fd1151e5346f20fdc9bdd2d310d
POST,/api/upload/presigned-url,UploadController,getPresignedUrl,SessionAuthGuard,false,false,false,apps/api/src/upload/upload.controller.ts,7154434ba8cd2f118910608cbff9bb60365e8fd1151e5346f20fdc9bdd2d310d
GET,/api/user/settings/marketing-consent,UserSettingsController,getMarketingConsent,SessionAuthGuard,false,false,false,apps/api/src/user-settings/user-settings.controller.ts,28557fa310054156f9b36ef036b0464dfd4099c5dd603ca3152589ef90f76ca7
PUT,/api/user/settings/marketing-consent,UserSettingsController,updateMarketingConsent,SessionAuthGuard,false,false,false,apps/api/src/user-settings/user-settings.controller.ts,28557fa310054156f9b36ef036b0464dfd4099c5dd603ca3152589ef90f76ca7
GET,/api/user/settings/notifications,UserSettingsController,getNotificationPreferences,SessionAuthGuard,false,false,false,apps/api/src/user-settings/user-settings.controller.ts,28557fa310054156f9b36ef036b0464dfd4099c5dd603ca3152589ef90f76ca7
PUT,/api/user/settings/notifications,UserSettingsController,updateNotificationPreferences,SessionAuthGuard,false,false,false,apps/api/src/user-settings/user-settings.controller.ts,28557fa310054156f9b36ef036b0464dfd4099c5dd603ca3152589ef90f76ca7
GET,/api/user/settings/timezone,UserSettingsController,getTimezone,SessionAuthGuard,false,false,false,apps/api/src/user-settings/user-settings.controller.ts,28557fa310054156f9b36ef036b0464dfd4099c5dd603ca3152589ef90f76ca7
PUT,/api/user/settings/timezone,UserSettingsController,updateTimezone,SessionAuthGuard,false,false,false,apps/api/src/user-settings/user-settings.controller.ts,28557fa310054156f9b36ef036b0464dfd4099c5dd603ca3152589ef90f76ca7
GET,/api/v1/notifications,NotificationCenterController,list,SessionAuthGuard,false,false,false,apps/api/src/notifications/notification-center.controller.ts,2f91e1e0e02ee1b569f3af8883c66c4439048380545a93d7d6d6f72c4051f8db
PATCH,/api/v1/notifications/:id/read,NotificationCenterController,markRead,SessionAuthGuard,false,false,false,apps/api/src/notifications/notification-center.controller.ts,2f91e1e0e02ee1b569f3af8883c66c4439048380545a93d7d6d6f72c4051f8db
PATCH,/api/v1/notifications/read-all,NotificationCenterController,markAllRead,SessionAuthGuard,false,false,false,apps/api/src/notifications/notification-center.controller.ts,2f91e1e0e02ee1b569f3af8883c66c4439048380545a93d7d6d6f72c4051f8db
GET,/api/v1/notifications/unread-count,NotificationCenterController,unreadCount,SessionAuthGuard,false,false,false,apps/api/src/notifications/notification-center.controller.ts,2f91e1e0e02ee1b569f3af8883c66c4439048380545a93d7d6d6f72c4051f8db
GET,/api/wallet/:profileId,WalletController,getWallet,SessionAuthGuard,false,false,false,apps/api/src/wallet/wallet.controller.ts,0057d71cdaf192cc9090a1426891d1a070d66a0726ac16ef5904ca801d01304d
POST,/api/wallet/:profileId/bank-receipt-top-ups,WalletController,submitBankReceiptTopUp,SessionAuthGuard,false,false,false,apps/api/src/wallet/wallet.controller.ts,0057d71cdaf192cc9090a1426891d1a070d66a0726ac16ef5904ca801d01304d
POST,/api/wallet/:profileId/create,WalletController,createWallet,SessionAuthGuard,false,false,false,apps/api/src/wallet/wallet.controller.ts,0057d71cdaf192cc9090a1426891d1a070d66a0726ac16ef5904ca801d01304d
POST,/api/wallet/:profileId/top-ups,WalletController,initiateOnlineTopUp,SessionAuthGuard,false,false,false,apps/api/src/wallet/wallet.controller.ts,0057d71cdaf192cc9090a1426891d1a070d66a0726ac16ef5904ca801d01304d
GET,/api/wallet/:profileId/transactions,WalletController,getTransactions,SessionAuthGuard,false,false,false,apps/api/src/wallet/wallet.controller.ts,0057d71cdaf192cc9090a1426891d1a070d66a0726ac16ef5904ca801d01304d
GET,/api/wallet/top-ups/callback,OnlineTopUpCallbackController,browserReturn,,true,false,false,apps/api/src/wallet/online-topup-callback.controller.ts,5846c9e4b88775eb6f0ab7e19cae44db08b5502de908c97fe3aecfd939ff31c0
POST,/api/wallet/top-ups/callback,OnlineTopUpCallbackController,receive,,true,false,false,apps/api/src/wallet/online-topup-callback.controller.ts,5846c9e4b88775eb6f0ab7e19cae44db08b5502de908c97fe3aecfd939ff31c0
POST,/api/wallet/top-ups/chargeback,ChargebackDetectionController,receive,,true,false,false,apps/api/src/wallet/chargeback-detection.controller.ts,6f80f5a1c28580efd603bf99769648114f72b3c91900eb0733e28332dcb57684
POST,/api/webhooks/email/resend,EmailWebhookController,receive,,false,false,false,apps/api/src/email-webhook/email-webhook.controller.ts,c59641a334048f51f156f9a4fe855ab3bd534e62ba6ed44b2ce3574c49c85efe
GET,/metrics,MetricsController,getMetrics,,false,false,false,apps/api/src/metrics/metrics.controller.ts,c2b33dda5b151adea21984a1d82e5269ec058d553073319ff0fc18d02e9f934d
POST,/api/profiles/default/:profileId,ProfilesController,chooseDefaultProfile,SessionAuthGuard,false,false,false,apps/api/src/profiles/profiles.controller.ts,5229d1572ac3787c3484d6dca47a071e37d9fb197add2f31b3295aae9eb21878
